date,Pfizer,Exxon,Apple,Ford,JPMorgan
9/8/2009,16.21,70.65,24.7043,7.3,42.54
9/4/2009,16.39,69.18,24.33,7.43,42.34
9/3/2009,16.08,68.26,23.7929,7.48,42.11
9/2/2009,16.28,68.18,23.5971,7.03,40.86
9/1/2009,16.38,68.41,23.614,7.24,41.67
8/31/2009,16.7,69.15,24.03,7.6,43.46
8/28/2009,16.81,70.12,24.2928,7.73,42.92
8/27/2009,16.86,70.86,24.2071,7.67,43.45
8/26/2009,16.77,71.37,23.9157,7.61,43.3
8/25/2009,16.8,70.68,24.2,7.59,43.58
8/24/2009,16.73,71.3,24.1514,7.41,43.01
8/21/2009,16.64,69.92,24.1743,7.74,43.66
8/20/2009,16.23,68.59,23.7614,7.68,42.42
8/19/2009,16.37,68,23.5143,7.65,41.41
8/18/2009,15.98,66.49,23.4286,7.64,41.7
8/17/2009,15.88,66.55,22.7986,7.37,40.73
8/14/2009,15.77,68.21,23.8257,7.83,42.45
8/13/2009,15.8,68.75,24.06,7.9,42.9
8/12/2009,15.86,69.11,23.6157,7.7,42.21
8/11/2009,15.83,68.13,23.2614,7.81,41.24
8/10/2009,15.91,69.18,23.5314,7.72,42.69
8/7/2009,15.96,69.47,23.6443,8.01,42.36
8/6/2009,15.79,69.73,23.4157,8.07,40.75
8/5/2009,15.87,70.03,23.5871,8.44,41.78
8/4/2009,16.07,70.6,23.65,8.3,40.21
8/3/2009,16.04,70.65,23.7757,8.33,39.6
7/31/2009,15.93,70.39,23.3414,8,38.65
7/30/2009,15.94,70.72,23.2557,7.39,38.47
7/29/2009,15.75,71.43,22.8614,7.12,37.77
7/28/2009,16.03,71.89,22.8571,7.14,38.08
7/27/2009,16.62,72.75,22.8714,7.27,38.13
7/24/2009,16.48,72.29,22.8551,6.78,37.92
7/23/2009,16.15,71.61,22.5457,6.98,38.15
7/22/2009,15.87,69.99,22.3914,6.38,36.83
7/21/2009,15.7,70.47,21.6443,6.2,36.94
7/20/2009,15.26,68.94,21.8441,6.19,36.98
7/17/2009,14.96,68.52,21.6786,6.14,36.89
7/16/2009,15.07,68.46,21.0743,6.13,36.13
7/15/2009,15.02,68.44,20.9829,6.05,36.26
7/14/2009,14.9,66.22,20.3243,5.84,34.7
7/13/2009,14.76,65.7,20.3343,5.69,34.71
7/10/2009,14.2,65.12,19.7886,5.72,32.34
7/9/2009,14.29,65.97,19.48,5.63,33.62
7/8/2009,14.61,66.26,19.6029,5.35,32.71
7/7/2009,14.59,66.56,19.3429,5.53,32.81
7/6/2009,14.57,68.1,19.8014,5.75,32.6
7/2/2009,14.48,68.49,20.0029,5.89,32.27
7/1/2009,14.9,70.56,20.4043,5.91,33.77
6/30/2009,15,69.91,20.3471,6.07,34.11
6/29/2009,15.26,70.58,20.2814,5.78,34.6
6/26/2009,15.19,69.05,20.3486,5.61,34.45
6/25/2009,15.33,69.88,19.98,5.68,34.14
6/24/2009,14.72,68.45,19.46,5.63,33.46
6/23/2009,14.73,68.95,19.1443,5.53,33.57
6/22/2009,14.79,68.84,19.6243,5.38,32.87
6/19/2009,15,71.05,19.9257,5.72,35
6/18/2009,14.92,71.44,19.4114,5.68,34.17
6/17/2009,14.58,71.42,19.3686,5.71,32.73
6/16/2009,14.16,71.63,19.4786,5.67,33.5
6/15/2009,14.13,72.81,19.4414,5.93,34
6/12/2009,14.76,73.78,19.5671,6.11,35.13
6/11/2009,14.63,74.05,19.9929,5.98,34.94
6/10/2009,14.05,73.84,20.0357,6.19,34.84
6/9/2009,14.13,73.12,20.3886,6.26,35.26
6/8/2009,14.31,73.17,20.55,6.38,35.39
6/5/2009,14.51,72.97,20.6671,6.36,34.55
6/4/2009,14.64,72.98,20.5343,6.36,35.35
6/3/2009,14.89,72.08,20.1357,6.18,33.98
6/2/2009,14.98,72.92,19.9271,6.41,34.5
6/1/2009,14.76,71.76,19.9071,6.13,36.11
5/29/2009,15.19,69.35,19.4014,5.75,36.9
5/28/2009,14.69,69.23,19.2957,5.56,36.65
5/27/2009,14.66,68.3,19.0071,5.34,34.66
5/26/2009,15.02,69.81,18.6829,5.4,36.54
5/22/2009,14.96,68.83,17.5,5.26,34.41
5/21/2009,14.83,68.39,17.74,5.33,34.9
5/20/2009,15.11,69.61,17.9814,5.41,34.55
5/19/2009,15.1,70.52,18.2071,5.63,35.81
5/18/2009,15.19,70.5,18.0929,5.5,37.26
5/15/2009,15.01,69.11,17.4886,5.49,34.91
5/14/2009,15.34,69.76,17.5643,5.16,35.54
5/13/2009,15.27,69.77,17.07,4.96,34.05
5/12/2009,14.93,70.82,17.7743,5.01,35.36
5/11/2009,14.15,69.27,18.51,6.08,35.83
5/8/2009,14.4,70.8,18.4557,6.24,38.94
5/7/2009,14.16,68.93,18.4371,6.06,35.24
5/6/2009,13.91,68.58,18.9286,6.26,37.22
5/5/2009,14.28,67.65,18.9586,5.85,34.82
5/4/2009,13.98,68.2,18.8671,5.875,35.79
5/1/2009,13.58,68.01,18.1771,5.69,32.49
4/30/2009,13.36,66.67,17.9757,5.98,33
4/29/2009,13.43,68.44,17.8771,5.45,34.48
4/28/2009,13.39,67.08,17.7003,5.19,32.79
4/27/2009,13.49,66.13,17.8186,5.11,32.78
4/24/2009,13.17,66.57,17.7,5,33.38
4/23/2009,13.28,65.71,17.9143,4.49,33.21
4/22/2009,13.04,64.75,17.3586,4.28,31.9
4/21/2009,13.52,66.23,17.3943,3.8,32.53
4/20/2009,13.59,65.29,17.2143,3.69,29.69
4/17/2009,14.16,66.75,17.6314,4,33.26
4/16/2009,13.9,67.41,17.35,4.16,33.24
4/15/2009,13.86,68.14,16.8057,4.04,32.56
4/14/2009,13.34,67.7,16.9014,4.3,30.7
4/13/2009,13.48,68.02,17.1743,4.26,33.7
4/9/2009,13.55,69.84,17.0814,4.24,32.75
4/8/2009,13.48,68.96,16.6171,3.95,27.43
4/7/2009,13.51,68.71,16.4286,3.49,27.25
4/6/2009,13.71,70.05,16.9214,3.77,28.2
4/3/2009,13.55,70.44,16.57,3.25,29.28
4/2/2009,13.77,70.25,16.1014,2.91,28.16
4/1/2009,13.99,69.23,15.5271,2.74,28.14
3/31/2009,13.62,68.1,15.0171,2.63,26.58
3/30/2009,13.7,68.63,14.9271,2.76,24.85
3/27/2009,14.04,69.98,15.2643,2.84,27.4
3/26/2009,14.38,71.23,15.6957,2.94,29.1
3/25/2009,14.26,70.16,15.2129,2.77,28.56
3/24/2009,13.92,69.38,15.2144,2.86,26.4
3/23/2009,14.02,70.53,15.38,2.9,28.86
3/20/2009,13.63,66.09,14.5129,2.75,23.15
3/19/2009,13.7,68.33,14.5171,2.51,24.95
3/18/2009,14.25,69.17,14.5029,2.47,27.11
3/17/2009,14.26,69.09,14.2371,2.28,25.14
3/16/2009,14.15,66.97,13.6314,2.1,23.09
3/13/2009,14.54,67.2,13.7043,2.19,23.75
3/12/2009,14.02,67.15,13.7643,2.1,23.2
3/11/2009,12.79,65.77,13.24,1.96,20.4
3/10/2009,13.09,67.39,12.6611,1.85,19.5
3/9/2009,12.63,64.57,11.8729,1.74,15.9
3/6/2009,12.73,64.03,12.1857,1.7,15.93
3/5/2009,12.67,62.22,12.6914,1.81,16.6
3/4/2009,12.5,65.68,13.0243,1.87,19.3
3/3/2009,11.87,64.36,12.6243,1.81,21.01
3/2/2009,11.66,64.91,12.5629,1.88,21.16
2/27/2009,12.31,67.9,12.7586,2,22.85
2/26/2009,12.7,70.95,12.7414,1.98,23.05
2/25/2009,13.08,72.05,13.0229,2.01,21.73
2/24/2009,13.59,72.09,12.8929,2,21.02
2/23/2009,13.27,69.3,12.4214,1.73,19.51
2/20/2009,13.71,71.23,13.0286,1.58,19.9
2/19/2009,14.03,72.16,12.9486,1.63,20.6
2/18/2009,14.16,71.94,13.4814,1.67,21.51
2/17/2009,14.25,71.28,13.5043,1.69,21.65
2/13/2009,14.58,74.59,14.1657,1.76,24.69
2/12/2009,14.65,75.22,14.1814,1.79,26.19
2/11/2009,14.38,74.58,13.8314,1.85,26.09
2/10/2009,14.07,76.14,13.9757,1.82,24.62
2/9/2009,14.71,79.48,14.6443,1.9,27.28
2/6/2009,14.84,80.34,14.2457,1.94,27.63
2/5/2009,14.5,79.78,13.78,1.93,24.54
2/4/2009,14.57,77.66,13.3643,1.95,24.04
2/3/2009,15.2,78.12,13.2829,1.96,24.05
2/2/2009,14.89,76.69,13.0729,1.88,25.2
1/30/2009,14.58,76.48,12.8757,1.87,25.51
1/29/2009,15.12,77,13.2857,1.95,25.43
1/28/2009,15.44,79.25,13.4571,2.03,27.66
1/27/2009,15.82,78.92,12.9614,1.97,25.06
1/26/2009,15.65,78.6,12.8057,1.94,24.5
1/23/2009,17.45,78.04,12.6229,1.8,24.28
1/22/2009,17.21,78.23,12.6229,1.94,23.1
1/21/2009,17.48,79.26,11.8329,2.09,22.63
1/20/2009,17.2,76.29,11.1714,2.13,18.09
1/16/2009,17.5,78.1,11.7614,2.19,22.82
1/15/2009,17.39,76.66,11.9114,2.23,24.34
1/14/2009,17.24,75.1,12.19,2.26,25.91
1/13/2009,17.59,77.92,12.53,2.48,26.35
1/12/2009,17.36,76.54,12.6657,2.64,24.91
1/9/2009,17.44,77.57,12.94,2.63,25.97
1/8/2009,17.65,79.09,13.2429,2.69,27.22
1/7/2009,17.49,78.25,13.0014,2.69,28.09
1/6/2009,17.8,80.3,13.2886,2.76,29.88
1/5/2009,18.16,81.63,13.5114,2.58,29.25
1/2/2009,18.27,81.64,12.9643,2.46,31.35
12/31/2008,17.71,79.83,12.1929,2.29,31.53
12/30/2008,17.75,78.59,12.3271,2.29,31.01
12/29/2008,17.29,78.02,12.3729,2.22,29.78
12/26/2008,17.1,77.19,12.2586,2.29,29.8
12/24/2008,17.01,75.78,12.1486,2.11,29.85
12/23/2008,17.03,75.1,12.34,2.19,29.11
12/22/2008,17.18,74.91,12.2486,2.59,29.82
12/19/2008,17.3,75.02,12.8571,2.95,30.32
12/18/2008,17.12,77,12.7757,2.84,30.21
12/17/2008,17.25,81.06,12.7371,3.14,31.86
12/16/2008,17.36,83.14,13.6329,3.13,32.35
12/15/2008,16.63,79.95,13.5357,3.18,28.63
12/12/2008,16.92,80.45,14.0386,3.04,30.94
12/11/2008,16.56,80.02,13.5714,2.9,29.94
12/10/2008,16.57,80.07,14.03,3.25,33.52
12/9/2008,16.47,78.2,14.2943,3.23,33.96
12/8/2008,16.93,79.6,14.2457,3.38,36.49
12/5/2008,16.55,76.6,13.4286,2.72,33.35
12/4/2008,16.27,76.27,13.0586,2.66,31.08
12/3/2008,16.62,78.93,13.7,2.85,30.25
12/2/2008,16.02,77.61,13.21,2.7,28.53
12/1/2008,15.28,74.31,12.7043,2.55,26.12
11/28/2008,16.43,80.15,13.2386,2.69,31.66
11/26/2008,16.07,80.89,13.5714,2.15,30.62
11/25/2008,15.94,78.11,12.9714,1.66,29.77
11/24/2008,16.04,78.8,13.2786,1.56,27.58
11/21/2008,15.67,75.81,11.7971,1.43,22.72
11/20/2008,14.45,68.51,11.4986,1.39,23.38
11/19/2008,15.56,73.42,12.3271,1.26,28.47
11/18/2008,16.29,76.33,12.8443,1.68,32.14
11/17/2008,15.92,73.38,12.5914,1.72,32.77
11/14/2008,16.28,73.68,12.8914,1.8,34.47
11/13/2008,16.73,75.41,13.7771,1.9,37.19
11/12/2008,15.83,68.93,12.8743,1.84,34.57
11/11/2008,16.77,72.65,13.5386,1.8,36.35
11/10/2008,16.6,74.02,13.6971,1.93,36.41
11/7/2008,16.86,73.95,14.0343,2.02,37.75
11/6/2008,16.37,69.96,14.1571,1.98,38.26
11/5/2008,17,73.69,14.7571,2.09,39.22
11/4/2008,18.41,77.49,15.8557,2.16,42.17
11/3/2008,17.76,74.29,15.28,2.13,40.73
10/31/2008,17.71,74.12,15.37,2.19,41.25
10/30/2008,17.86,75.05,15.8629,2.28,37.62
10/29/2008,17.19,74.65,14.9357,2.16,35.71
10/28/2008,17.82,74.86,14.2729,2.15,37.6
10/27/2008,16.39,66.09,13.1557,2.03,34
10/24/2008,16.57,69.04,13.7686,2.01,35.43
10/23/2008,17.1,70.39,14.0329,2,37.85
10/22/2008,16.74,64.57,13.8386,2.1,37.17
10/21/2008,17.34,71.5,13.07,2.17,39.74
10/20/2008,17.34,74.99,14.0629,2.33,40.66
10/17/2008,16.91,68.04,13.9143,2.43,39.33
10/16/2008,16.97,69.45,14.5557,2.27,40.49
10/15/2008,16.27,62.35,13.9929,2.3,38.49
10/14/2008,17.13,72.46,14.8686,2.45,40.71
10/13/2008,16.68,73.08,15.7514,2.39,41.99
10/10/2008,15.14,62.36,13.8286,1.99,41.64
10/9/2008,15.67,68,12.6771,2.08,36.68
10/8/2008,17.13,77,12.8271,2.66,39.3
10/7/2008,17.65,76.07,12.7371,2.92,39.32
10/6/2008,18.94,77.32,14.02,3.69,44
10/3/2008,19,77.94,13.8671,4.05,45.9
10/2/2008,18.79,77.5,14.3,4.35,49.85
10/1/2008,18.94,78.58,15.5886,4.55,49.63
9/30/2008,18.44,77.66,16.2371,5.2,46.7
9/29/2008,17.65,74.06,15.0371,4.17,41
9/26/2008,18.66,80.65,18.32,4.81,48.24
9/25/2008,18.64,80.67,18.8471,4.98,43.46
9/24/2008,17.99,78.03,18.3871,5.03,40.5
9/23/2008,18.01,77.69,18.12,4.86,40.56
9/22/2008,18.07,78.88,18.7214,4.95,40.8
9/19/2008,18.55,79.61,20.13,5.29,47.05
9/18/2008,17.99,77.75,19.1557,5.28,40.3
9/17/2008,17.17,75.28,18.2614,4.94,35.77
9/16/2008,17.81,76.43,19.9829,5.07,40.74
9/15/2008,18.05,73.25,20.0514,4.74,37
9/12/2008,18.62,77.5,21.2771,4.91,41.17
9/11/2008,18.39,75.56,21.8071,4.68,41.65
9/10/2008,18.2,75.25,21.6586,4.47,39.4
9/9/2008,18.24,73.26,21.6686,4.4,39.47
9/8/2008,19.14,76.77,22.56,4.55,41.55
9/5/2008,18.51,75.62,22.8829,4.41,39.6
9/4/2008,18.67,76.14,23.0314,4.39,37.91
9/3/2008,19.2,78.02,23.8514,4.57,39.71
9/2/2008,19.17,77.32,23.7414,4.51,38.99
8/29/2008,19.11,80.01,24.2186,4.46,38.49
8/28/2008,19.27,81.18,24.82,4.43,38.88
8/27/2008,19.08,80.47,24.9528,4.26,37.14
8/26/2008,19.28,79.95,24.8057,4.35,36.61
8/25/2008,19.51,78.71,24.65,4.41,36.13
8/22/2008,19.75,80.3,25.2557,4.47,37.67
8/21/2008,19.37,80.35,24.8986,4.42,36.26
8/20/2008,19.28,78.81,25.12,4.61,37
8/19/2008,19.34,77.95,24.79,4.72,35.58
8/18/2008,19.64,76.53,25.0557,4.89,36.74
8/15/2008,19.97,77.07,25.1057,5.11,38.07
8/14/2008,19.78,77.45,25.6171,5.1,37.81
8/13/2008,19.64,78.17,25.6143,4.88,36.91
8/12/2008,19.72,76.88,25.2471,5.19,37.92
8/11/2008,19.88,78.16,24.7943,5.16,41.89
8/8/2008,19.84,78.72,24.2214,5.26,41.07
8/7/2008,19.21,77.44,23.3671,4.86,39.81
8/6/2008,19.43,78.33,23.4557,4.94,41.39
8/5/2008,19.71,78.35,22.9486,5.09,41.89
8/4/2008,18.98,76.6,21.89,4.81,40.14
8/1/2008,18.6,79.72,22.38,4.65,40.76
7/31/2008,18.67,80.43,22.7071,4.8,40.63
7/30/2008,18.88,84.38,22.84,4.84,41.57
7/29/2008,18.53,80.9,22.44,5.02,40.75
7/28/2008,18.36,80.68,22.0571,4.75,37.66
7/25/2008,18.89,81.7,23.16,5.05,39.52
7/24/2008,18.81,80.8,22.7186,5.11,39.14
7/23/2008,19.07,80.99,23.7514,6.03,41.96
7/22/2008,18.35,82.86,23.1457,5.84,40.86
7/21/2008,18.09,82.98,23.7557,5.48,38.65
7/18/2008,18.32,81.54,23.5929,5.44,40.02
7/17/2008,18.39,80.33,24.5443,5.49,40.8
7/16/2008,18.26,80.81,24.6871,5.49,35.94
7/15/2008,17.58,82.19,24.2343,4.65,31.02
7/14/2008,17.65,85.42,24.84,4.66,31.69
7/11/2008,17.81,85.48,24.6543,4.86,33.16
7/10/2008,18.03,86.06,25.2328,4.58,34.51
7/9/2008,18.03,84.31,24.8928,4.95,34.28
7/8/2008,18.19,85.94,25.65,4.9,35.77
7/7/2008,17.39,86.95,25.0228,4.47,34.04
7/3/2008,17.75,88.27,24.3028,4.42,35.31
7/2/2008,17.62,87.41,24.0257,4.36,34.6
7/1/2008,17.73,88.35,24.9543,4.71,34.02
6/30/2008,17.47,88.13,23.92,4.81,34.31
6/27/2008,17.28,86.55,24.2986,4.98,35.05
6/26/2008,17.17,86.41,24.0371,5.07,36.32
6/25/2008,17.88,87.6,25.3414,5.24,37.91
6/24/2008,17.69,86.92,24.75,5.32,37.72
6/23/2008,17.38,87.7,24.7371,5.28,36.87
6/20/2008,17.33,84.91,25.0386,5.81,37.86
6/19/2008,17.77,85.79,25.8428,6.32,38.65
6/18/2008,17.77,87.83,25.5357,6.22,38.74
6/17/2008,17.72,88.62,25.9186,6.6,39.04
6/16/2008,17.77,87.99,25.2628,6.5,39.94
6/13/2008,17.99,88.36,24.6243,6.27,39.58
6/12/2008,17.73,87.06,24.7514,6,38.01
6/11/2008,17.55,88.61,25.83,5.97,37.13
6/10/2008,17.94,87.89,26.52,6.12,38.29
6/9/2008,18.02,89.07,25.9443,6.36,37.51
6/6/2008,17.96,86.79,26.52,6.04,40.09
6/5/2008,18.67,89.31,27.0614,6.4,42.1
6/4/2008,18.8,85.75,26.4557,6.46,41.63
6/3/2008,19.01,85.71,26.4814,6.68,41.89
6/2/2008,19.18,87.81,26.5857,6.64,42.15
5/30/2008,19.36,88.76,26.9643,6.8,43
5/29/2008,19.4,89.35,26.67,6.71,43.57
5/28/2008,19.3,90.43,26.7157,6.78,42.86
5/27/2008,19.33,89.8,26.6328,6.8,43.01
5/23/2008,19.53,90.7,25.8814,6.87,42.32
5/22/2008,19.78,92.51,25.2928,7.16,43.05
5/21/2008,20.01,93.67,25.4557,7.8,42.42
5/20/2008,20.05,94.56,26.5571,8,43.7
5/19/2008,20.23,94.36,26.2286,8.02,45.99
5/16/2008,20.03,92.67,26.8029,8.11,46.53
5/15/2008,20.08,91.3,27.1043,8.17,47.02
5/14/2008,20.06,89.91,26.6086,8.14,45.91
5/13/2008,19.97,89.68,27.1371,8.23,45.48
5/12/2008,19.91,89.19,26.88,8.15,47.24
5/9/2008,19.79,88.82,26.2071,8.1,46.57
5/8/2008,19.97,89.93,26.4371,8.2,46.05
5/7/2008,19.92,88.82,26.0843,7.96,46.57
5/6/2008,20.42,90.07,26.6657,8.27,48.2
5/5/2008,20.52,89.51,26.39,8.33,48
5/2/2008,20.61,89.61,25.8486,8.27,48.66
5/1/2008,20.44,89.7,25.7143,8.48,49.25
4/30/2008,20.11,93.07,24.85,8.26,47.65
4/29/2008,20.24,91.79,25.0071,8.12,47.08
4/28/2008,20.23,92.45,24.6057,8.21,47.34
4/25/2008,20.43,92.46,24.2471,7.5,47.79
4/24/2008,20.04,92.6,24.1343,8.4,46.97
4/23/2008,19.88,94.22,23.27,7.52,45.15
4/22/2008,19.79,94.39,22.8857,7.65,45.65
4/21/2008,20.2,94.26,24.0228,7.73,45.23
4/18/2008,20.47,94,23.0057,7.45,45.76
4/17/2008,20.4,93.38,22.07,7.26,45.12
4/16/2008,21.1,92.89,21.9571,7.19,44.96
4/15/2008,20.71,90.8,21.1971,6.88,42.12
4/14/2008,20.56,89.7,21.1114,6.78,41.5
4/11/2008,20.45,88.62,21.02,6.69,42.53
4/10/2008,20.92,89.55,22.0786,6.74,43.86
4/9/2008,20.89,89.7,21.6343,6.72,44.3
4/8/2008,21,89.61,21.8343,6.91,44.86
4/7/2008,21.48,88.92,22.27,6.73,45.54
4/4/2008,21.35,88.74,21.8686,6.49,45.57
4/3/2008,21.34,88.23,21.6586,6.46,46.28
4/2/2008,21.51,88.52,21.07,6.13,46.24
4/1/2008,21.38,87.02,21.3614,5.97,47
3/31/2008,20.93,84.58,20.5,5.72,42.95
3/28/2008,20.5,85.22,20.43,5.59,42.71
3/27/2008,20.56,86.2,20.0357,5.83,42.86
3/26/2008,20.69,86.26,20.7229,5.87,44.11
3/25/2008,20.78,85.2,20.14,6,46.06
3/24/2008,20.61,85.95,19.9329,5.96,46.55
3/20/2008,20.59,85,19.0386,5.62,45.97
3/19/2008,20.61,84.43,18.5243,5.45,42.47
3/18/2008,21,88.47,18.9743,5.29,42.71
3/17/2008,20.57,85.79,18.1043,5.11,40.31
3/14/2008,20.64,85.91,18.0871,5.29,36.54
3/13/2008,21.21,87.05,18.2771,5.39,38.11
3/12/2008,21.28,85.97,18.0043,5.7,38.61
3/11/2008,21.72,86.68,18.1929,5.9,38.84
3/10/2008,21.15,82.46,17.0986,5.6,36.48
3/7/2008,21.35,82.49,17.4643,5.78,37.56
3/6/2008,21.59,84.51,17.2757,5.94,37.37
3/5/2008,22.0472,87.19,17.7843,6.12,38.7414
3/4/2008,22.24,86.69,17.8029,6.13,39.19
3/3/2008,22.25,87.75,17.39,6.18,39.82
2/29/2008,22.28,87.01,17.86,6.53,40.65
2/28/2008,22.55,89.38,18.5586,6.62,42.44
2/27/2008,22.75,89.39,17.5657,6.6,44.41
2/26/2008,22.83,89.89,17.0214,6.52,43.72
2/25/2008,22.78,89.13,17.1057,6.46,44.03
2/22/2008,22.5,87.17,17.0657,6.25,43.93
2/21/2008,22.4,86.92,17.3629,6.23,43.07
2/20/2008,22.47,88.1,17.6886,6.41,43.15
2/19/2008,22.37,87.01,17.4543,6.48,42.83
2/15/2008,22.33,85.37,17.8043,6.45,43.25
2/14/2008,22.45,85.55,18.2086,6.46,42.61
2/13/2008,22.74,85.49,18.4857,6.58,44.1
2/12/2008,22.68,84.38,17.8371,6.46,43.31
2/11/2008,22.2,83.22,18.4929,6.39,43.35
2/8/2008,22.3,81.71,17.9257,6.08,43.82
2/7/2008,22.67,81.89,17.32,6.17,45.11
2/6/2008,22.59,81.44,17.4286,6.31,43.72
2/5/2008,22.96,82.11,18.48,6.43,43.89
2/4/2008,23.63,85.44,18.8071,6.68,46.22
2/1/2008,23.59,85.95,19.1071,6.85,48.25
1/31/2008,23.36,86.4,19.3371,6.64,47.4
1/30/2008,23.1,85.28,18.8829,6.75,47.35
1/29/2008,23.18,85.08,18.7914,6.69,47.45
1/28/2008,22.99,85.13,18.5729,6.67,45.57
1/25/2008,22.61,83.94,18.5729,6.58,43.64
1/24/2008,23.05,86,19.3714,6.26,44.96
1/23/2008,22.86,83.45,19.8674,6.3,45.72
1/22/2008,22.231,82.45,22.2343,5.89,40.86
1/18/2008,22.5,85.08,23.0514,5.92,39.59
1/17/2008,22.96,83.91,22.9843,5.76,40.04
1/16/2008,23.4,86.53,22.8057,5.86,41.43
1/15/2008,23.59,89.02,24.1486,5.97,39.17
1/14/2008,23.97,90.83,25.54,6.18,41.36
1/11/2008,24.02,90.3,24.67,6.06,40.86
1/10/2008,24.08,91.66,25.4314,6.25,41.33
1/9/2008,23.92,91.56,25.6286,6.07,40.26
1/8/2008,23.47,90.05,24.4643,6.1,39.7
1/7/2008,23.23,91.22,25.3771,6.16,41.34
1/4/2008,22.83,92.08,25.7214,6.13,40.93
1/3/2008,23.18,93.83,27.8471,6.45,41.88
1/2/2008,22.91,93.51,27.8343,6.6,42.17
12/31/2007,22.73,93.69,28.2971,6.73,43.65
12/28/2007,22.9,95,28.5471,6.7,43.26
12/27/2007,22.92,93.67,28.3671,6.84,43.64
12/26/2007,23.2,94.81,28.4214,6.89,44.94
12/24/2007,23.33,93.66,28.4,6.75,44.83
12/21/2007,23.24,93.43,27.7014,6.79,44.11
12/20/2007,23.22,92.13,26.7443,6.79,43.33
12/19/2007,23.27,91.43,26.16,6.76,43.98
12/18/2007,23.37,91.42,26.14,6.81,43.9
12/17/2007,22.97,89.89,26.3428,6.8,44.53
12/14/2007,23.1,91.18,27.1986,6.89,45.2
12/13/2007,23.64,92.72,27.4043,6.99,45.76
12/12/2007,23.81,91.92,27.2657,7.06,46.15
12/11/2007,23.83,90.28,26.9343,6.97,45.94
12/10/2007,24.37,92.03,27.7443,7.14,47.42
12/7/2007,24.4,91.5,27.7571,7.06,46.08
12/6/2007,24.17,91.44,27.1361,7.06,46.21
12/5/2007,23.98,89.92,26.5,6.98,44.9
12/4/2007,23.47,88.12,25.6871,6.97,44.15
12/3/2007,23.55,88.85,25.5514,7.25,45.21
11/30/2007,23.76,89.16,26.0314,7.51,45.62
11/29/2007,23.6,88.59,26.3271,7.29,43.65
11/28/2007,23.44,87.92,25.7457,7.36,43.96
11/27/2007,22.88,86.38,24.9728,7.07,42.35
11/26/2007,22.3,85.68,24.6488,7.03,40.46
11/23/2007,22.98,88.29,24.5057,7.19,41.95
11/21/2007,22.35,87.04,24.0657,6.95,40.68
11/20/2007,22.72,87.82,24.1214,7.24,41.63
11/19/2007,22.71,84.11,23.4214,7.34,41.37
11/16/2007,23.39,85.1,23.77,7.7,43.09
11/15/2007,23.29,84.49,23.4714,7.78,43.53
11/14/2007,23.61,86.31,23.73,7.98,45.15
11/13/2007,23.55,86.88,24.28,8,45.05
11/12/2007,23.02,84.54,21.9657,7.87,42.39
11/9/2007,22.83,86.85,23.6243,8.2,42.31
11/8/2007,23.11,89.42,25.0666,8.48,42.61
11/7/2007,23.32,87.2,26.6143,8.24,42.24
11/6/2007,23.93,90.38,27.3986,8.63,44.11
11/5/2007,23.67,87.66,26.5971,8.67,42.77
11/2/2007,23.67,87.93,26.8386,8.95,43.15
11/1/2007,23.95,88.5,26.7771,8.5,44.32
10/31/2007,24.61,91.99,27.1357,8.87,47
10/30/2007,24.45,91.14,26.7143,8.8,46.56
10/29/2007,24.51,93.61,26.4414,8.77,46.67
10/26/2007,24.31,92.21,26.3857,8.67,47.32
10/25/2007,24.29,91.57,26.1114,8.6,46.05
10/24/2007,23.98,92.13,26.5614,8.59,46.27
10/23/2007,24.05,91.35,26.5943,8.65,45.94
10/22/2007,24.02,90.91,24.9086,8.34,45.37
10/19/2007,24.07,92.14,24.3457,8.37,45.02
10/18/2007,24.54,95.05,24.7857,8.76,45.9
10/17/2007,24.55,94.8,24.6786,8.69,46.37
10/16/2007,24.63,94.74,24.2257,8.78,45.11
10/15/2007,25,94.82,23.8543,8.99,46.27
10/12/2007,25.26,93.48,23.8934,9.2,46.82
10/11/2007,25.45,92.66,23.1757,8.76,46.66
10/10/2007,25.54,93.13,23.8271,8.23,46.91
10/9/2007,25.54,92.67,23.98,8.32,47.57
10/8/2007,25.45,90.68,23.9871,8.19,47.44
10/5/2007,25.58,91.36,23.0643,8.37,47.58
10/4/2007,25.3,90.92,22.32,8.26,47.25
10/3/2007,25.08,91.33,22.56,8.43,47
10/2/2007,24.94,92.24,22.6357,8.57,47.16
10/1/2007,24.85,93.95,22.3341,8.23,46.81
9/28/2007,24.43,92.56,21.9243,8.49,45.82
9/27/2007,24.75,92.97,22.0714,8.63,46.21
9/26/2007,24.58,92.37,21.8243,8.88,46.13
9/25/2007,24.24,91.96,21.8829,8.34,46.1
9/24/2007,24.42,91.73,21.1829,8.48,46.34
9/21/2007,24.59,92.31,20.5929,8.23,47.13
9/20/2007,24.52,92.09,20.0443,8.25,46.96
9/19/2007,24.88,92.12,20.11,8.4,47.57
9/18/2007,24.54,91.76,20.1314,8.42,47.82
9/17/2007,24.13,89.26,19.7729,8.28,45.29
9/14/2007,24.29,88.67,19.83,8.03,45.54
9/13/2007,24.23,88.62,19.6,7.92,45.6
9/12/2007,24.19,87.65,19.55,7.5,44.47
9/11/2007,24.19,86.94,19.3557,7.58,44.54
9/10/2007,23.96,84.86,19.53,7.52,43.93
